,id,age,gender,location,status,income,purpose,infrastructure_adequacy,trip_frequency,mode_transportation,reason,travel_distance,g_per_km,trip_cost,adoption
1245,1246,51+,Male,On campus,Staff,61k–80k,work,yes,5,Walking,trip cost,<=20,0.0,0,no
1246,1247,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Public Transport,safety,21-40,18.6,60,no
1247,1248,26-50,Male,Off campus,Staff,41k–60k,work,no,1,Private,comfort,21-40,116.0,330,no
1248,1249,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,41-60,18.6,100,no
1249,1250,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,80+,18.6,200,no
1250,1251,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,yes
1251,1252,51+,Male,On campus,Staff,61k–80k,work,yes,3,Taxi,comfort,80+,116.0,5770,no
1252,1253,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,comfort,80+,116.0,1100,yes
1253,1254,26-50,Male,On campus,Students,≤20k,both,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1254,1255,26-50,Male,Off campus,Staff,41k–60k,work,yes,4,Private,car ownership,21-40,116.0,330,no
1255,1256,51+,Male,On campus,Staff,41k–60k,both,no,Daily,Private,comfort,41-60,116.0,550,no
1256,1257,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1257,1258,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Private,car ownership,<=20,173.0,110,no
1258,1259,51+,Male,Off campus,Staff,41k–60k,work,no,4,Private,trip origin,21-40,116.0,330,yes
1259,1260,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Private,safety,80+,173.0,1100,yes
1260,1261,<=20,Male,Off campus,Students,21k–40k,study,no,1,Public Transport,trip cost,<=20,18.6,20,no
1261,1262,26-50,Female,Off campus,Staff,41k–60k,work,yes,2,Walking,trip distance,21-40,0.0,0,no
1262,1263,26-50,Male,Off campus,Staff,61k–80k,work,no,3,Private,safety,61-80,116.0,770,no
1263,1264,<=20,Male,On campus,Students,21k–40k,study,yes,3,Public Transport,safety,41-60,18.6,100,no
1264,1265,51+,Male,Off campus,Staff,61k–80k,work,no,5,Public Transport,trip cost,21-40,18.6,60,no
1265,1266,51+,Male,On campus,Staff,>100k,work,yes,Daily,Walking,trip cost,21-40,0.0,0,no
1266,1267,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,comfort,21-40,116.0,1920,no
1267,1268,26-50,Male,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1268,1269,51+,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,safety,80+,18.6,200,no
1269,1270,26-50,Male,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1270,1271,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,41-60,18.6,100,no
1271,1272,<=20,Female,On campus,Students,≤20k,study,no,2,Walking,trip distance,<=20,0.0,0,no
1272,1273,<=20,Female,Off campus,Students,≤20k,study,yes,3,Taxi,trip origin,<=20,116.0,270,no
1273,1274,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Private,trip origin,80+,116.0,1100,no
1274,1275,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Private,trip origin,61-80,173.0,770,no
1275,1276,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1276,1277,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,trip cost,41-60,50.0,150,no
1277,1278,26-50,Female,Off campus,Staff,61k–80k,work,no,2,Private,trip origin,41-60,173.0,550,no
1278,1279,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,21-40,173.0,330,no
1279,1280,51+,Male,Off campus,Staff,81k-100k,both,yes,Daily,Private,comfort,21-40,173.0,330,no
1280,1281,26-50,Male,Off campus,Staff,81k-100k,both,yes,1,Private,car ownership,<=20,116.0,110,no
1281,1282,26-50,Male,On campus,Staff,41k–60k,work,yes,5,Walking,trip cost,21-40,0.0,0,no
1282,1283,26-50,Male,Off campus,Students,21k–40k,both,yes,3,Public Transport,travel time,<=20,18.6,20,yes
1283,1284,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,21-40,18.6,60,no
1284,1285,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,no
1285,1286,26-50,Male,On campus,Staff,>100k,work,yes,4,Public Transport,safety,80+,18.6,200,no
1286,1287,51+,Male,Off campus,Staff,81k-100k,work,yes,3,Public Transport,safety,41-60,18.6,100,no
1287,1288,<=20,Male,Off campus,Students,≤20k,both,yes,5,Taxi,car ownership,<=20,116.0,270,no
1288,1289,<=20,Male,Off campus,Students,≤20k,both,no,1,Public Transport,trip cost,80+,18.6,200,no
1289,1290,51+,Male,Off campus,Staff,41k–60k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
1290,1291,<=20,Male,On campus,Students,≤20k,study,yes,2,Walking,trip cost,21-40,0.0,0,no
1291,1292,<=20,Male,Off campus,Students,≤20k,both,no,2,Walking,trip distance,<=20,0.0,0,no
1292,1293,<=20,Male,Off campus,Students,≤20k,study,yes,2,Public Transport,trip cost,80+,18.6,200,yes
1293,1294,<=20,Male,Off campus,Students,≤20k,study,no,3,Public Transport,trip cost,80+,18.6,200,no
1294,1295,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Public Transport,safety,61-80,18.6,140,no
1295,1296,<=20,Male,On campus,Students,≤20k,both,yes,5,Public Transport,trip cost,80+,18.6,200,no
1296,1297,26-50,Male,Off campus,Staff,>100k,both,no,5,Private,car ownership,21-40,173.0,330,no
1297,1298,26-50,Male,On campus,Staff,81k-100k,work,no,4,Public Transport,trip cost,80+,18.6,200,no
1298,1299,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Private,car ownership,21-40,116.0,330,no
1299,1300,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Public Transport,trip cost,<=20,18.6,20,no
1300,1301,26-50,Male,Off campus,Staff,61k–80k,both,yes,Daily,Public Transport,travel time,41-60,18.6,100,no
1301,1302,<=20,Female,Off campus,Students,≤20k,study,yes,2,Public Transport,safety,41-60,18.6,100,no
1302,1303,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Walking,trip cost,<=20,0.0,0,no
1303,1304,26-50,Male,Off campus,Staff,81k-100k,work,yes,2,Private,travel time,<=20,173.0,110,no
1304,1305,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Public Transport,trip cost,<=20,18.6,20,no
1305,1306,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,travel time,21-40,116.0,330,no
1306,1307,51+,Female,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,comfort,<=20,116.0,270,no
1307,1308,26-50,Female,On campus,Staff,>100k,both,no,4,Private,comfort,<=20,116.0,110,no
1308,1309,51+,Male,Off campus,Staff,>100k,both,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1309,1310,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,travel time,80+,173.0,1100,yes
1310,1311,26-50,Male,Off campus,Staff,41k–60k,both,yes,Daily,Public Transport,travel time,61-80,18.6,140,yes
1311,1312,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,21-40,116.0,330,no
1312,1313,26-50,Male,Off campus,Staff,41k–60k,work,no,3,Private,safety,80+,116.0,1100,no
1313,1314,51+,Female,On campus,Staff,61k–80k,work,yes,1,Private,trip origin,41-60,116.0,550,no
1314,1315,51+,Male,Off campus,Staff,61k–80k,work,yes,2,Private,trip origin,21-40,173.0,330,no
1315,1316,51+,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,21-40,18.6,60,no
1316,1317,<=20,Male,Off campus,Students,≤20k,study,yes,4,Taxi,comfort,21-40,116.0,1920,no
1317,1318,26-50,Female,On campus,Staff,61k–80k,work,yes,1,Walking,trip distance,<=20,0.0,0,no
1318,1319,<=20,Male,Off campus,Students,21k–40k,both,no,3,Walking,trip cost,<=20,0.0,0,no
1319,1320,51+,Male,Off campus,Staff,61k–80k,work,yes,4,Walking,trip distance,<=20,0.0,0,no
1320,1321,<=20,Male,Off campus,Students,21k–40k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1321,1322,<=20,Male,On campus,Students,≤20k,both,yes,5,Walking,trip distance,21-40,0.0,0,no
1322,1323,26-50,Female,Off campus,Staff,61k–80k,work,yes,3,Private,car ownership,21-40,173.0,330,no
1323,1324,26-50,Male,Off campus,Staff,61k–80k,both,yes,1,Private,safety,41-60,173.0,550,no
1324,1325,26-50,Female,Off campus,Students,21k–40k,study,yes,Daily,Private,travel time,21-40,173.0,330,no
1325,1326,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Public Transport,travel time,80+,18.6,200,no
1326,1327,<=20,Male,Off campus,Students,≤20k,study,yes,4,Taxi,safety,21-40,116.0,1920,no
1327,1328,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,80+,18.6,200,no
1328,1329,51+,Male,On campus,Staff,41k–60k,both,no,Daily,Private,trip origin,61-80,173.0,770,no
1329,1330,26-50,Male,Off campus,Staff,>100k,work,yes,5,Private,safety,41-60,116.0,550,no
1330,1331,26-50,Male,Off campus,Students,≤20k,study,no,3,Taxi,car ownership,41-60,116.0,3020,no
1331,1332,26-50,Female,Off campus,Staff,41k–60k,both,yes,4,Public Transport,trip cost,<=20,18.6,20,yes
1332,1333,26-50,Male,On campus,Students,≤20k,study,yes,1,Motorcycle,trip distance,41-60,50.0,150,no
1333,1334,51+,Female,On campus,Staff,81k-100k,work,no,3,Motorcycle,trip cost,<=20,50.0,30,no
1334,1335,26-50,Female,Off campus,Staff,61k–80k,work,yes,1,Public Transport,travel time,21-40,18.6,60,no
1335,1336,26-50,Male,Off campus,Staff,81k-100k,work,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
1336,1337,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Private,trip origin,21-40,116.0,330,no
1337,1338,26-50,Male,Off campus,Staff,41k–60k,work,yes,6,Public Transport,trip cost,21-40,18.6,60,no
1338,1339,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,80+,173.0,1100,yes
1339,1340,<=20,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,travel time,21-40,18.6,60,no
1340,1341,26-50,Male,Off campus,Staff,81k-100k,work,no,3,Public Transport,trip cost,80+,18.6,200,no
1341,1342,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Public Transport,travel time,21-40,18.6,60,no
1342,1343,<=20,Female,Off campus,Students,≤20k,study,no,5,Public Transport,travel time,<=20,18.6,20,yes
1343,1344,26-50,Female,On campus,Students,21k–40k,study,yes,4,Motorcycle,trip cost,<=20,50.0,30,no
1344,1345,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,car ownership,41-60,116.0,550,no
1345,1346,51+,Male,Off campus,Staff,61k–80k,work,yes,6,Public Transport,travel time,<=20,18.6,20,yes
1346,1347,26-50,Male,Off campus,Students,≤20k,study,yes,4,Taxi,travel time,21-40,116.0,1920,yes
1347,1348,<=20,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,safety,<=20,18.6,20,no
1348,1349,26-50,Female,Off campus,Staff,61k–80k,work,yes,3,Public Transport,safety,21-40,18.6,60,yes
1349,1350,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Walking,trip distance,21-40,0.0,0,no
1350,1351,26-50,Female,Off campus,Staff,>100k,work,no,Daily,Private,comfort,21-40,116.0,330,no
1351,1352,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Taxi,trip origin,<=20,116.0,270,yes
1352,1353,<=20,Male,Off campus,Students,21k–40k,study,yes,5,Taxi,safety,<=20,116.0,270,no
1353,1354,26-50,Female,Off campus,Staff,61k–80k,both,yes,Daily,Taxi,comfort,21-40,116.0,1920,no
1354,1355,51+,Male,On campus,Staff,41k–60k,work,yes,Daily,Motorcycle,trip distance,<=20,50.0,30,no
1355,1356,26-50,Female,On campus,Staff,81k-100k,work,yes,4,Public Transport,trip cost,21-40,18.6,60,no
1356,1357,<=20,Female,Off campus,Students,≤20k,study,yes,5,Public Transport,safety,21-40,18.6,60,no
1357,1358,51+,Male,Off campus,Staff,>100k,both,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1358,1359,51+,Male,Off campus,Staff,81k-100k,work,no,5,Private,comfort,21-40,116.0,330,no
1359,1360,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Taxi,safety,21-40,116.0,1920,yes
1360,1361,51+,Female,Off campus,Staff,41k–60k,both,yes,2,Private,trip origin,21-40,173.0,330,no
1361,1362,<=20,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,trip cost,21-40,18.6,60,yes
1362,1363,51+,Male,Off campus,Staff,61k–80k,work,no,1,Public Transport,trip cost,21-40,18.6,60,no
1363,1364,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1364,1365,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Private,car ownership,61-80,116.0,770,no
1365,1366,51+,Male,Off campus,Staff,61k–80k,work,no,2,Taxi,car ownership,<=20,116.0,270,no
1366,1367,26-50,Female,Off campus,Staff,41k–60k,both,no,2,Public Transport,travel time,21-40,18.6,60,yes
1367,1368,51+,Female,Off campus,Staff,81k-100k,work,no,4,Private,travel time,21-40,173.0,330,no
1368,1369,26-50,Male,On campus,Staff,81k-100k,work,yes,4,Public Transport,travel time,21-40,18.6,60,yes
1369,1370,26-50,Male,Off campus,Students,≤20k,study,yes,3,Public Transport,trip cost,41-60,18.6,100,no
1370,1371,51+,Female,Off campus,Staff,81k-100k,work,yes,4,Private,trip origin,21-40,173.0,330,no
1371,1372,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,yes
1372,1373,51+,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,comfort,41-60,173.0,550,no
1373,1374,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Public Transport,trip cost,61-80,18.6,140,yes
1374,1375,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,80+,18.6,200,no
1375,1376,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Private,trip origin,41-60,173.0,550,no
1376,1377,51+,Male,Off campus,Staff,81k-100k,work,yes,3,Public Transport,trip cost,80+,18.6,200,yes
1377,1378,26-50,Male,On campus,Staff,>100k,work,yes,1,Public Transport,safety,<=20,18.6,20,no
1378,1379,26-50,Male,On campus,Staff,61k–80k,work,no,5,Private,trip origin,21-40,116.0,330,yes
1379,1380,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,safety,<=20,18.6,20,yes
1380,1381,<=20,Male,Off campus,Students,≤20k,both,no,Daily,Public Transport,trip cost,<=20,18.6,20,yes
1381,1382,51+,Male,Off campus,Staff,41k–60k,work,no,Daily,Private,travel time,21-40,173.0,330,no
1382,1383,<=20,Female,On campus,Students,21k–40k,study,yes,3,Walking,trip distance,21-40,0.0,0,no
1383,1384,<=20,Male,Off campus,Students,≤20k,both,yes,1,Public Transport,travel time,21-40,18.6,60,yes
1384,1385,26-50,Male,On campus,Staff,61k–80k,both,yes,2,Motorcycle,trip cost,21-40,50.0,90,no
1385,1386,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Public Transport,trip cost,21-40,18.6,60,no
1386,1387,26-50,Female,Off campus,Staff,61k–80k,work,yes,5,Taxi,travel time,21-40,116.0,1920,no
1387,1388,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,comfort,21-40,173.0,330,no
1388,1389,51+,Female,On campus,Staff,61k–80k,work,no,1,Private,trip origin,21-40,173.0,330,no
1389,1390,26-50,Male,Off campus,Staff,41k–60k,both,yes,2,Private,comfort,21-40,173.0,330,no
1390,1391,<=20,Male,Off campus,Students,≤20k,study,no,5,Motorcycle,travel time,21-40,50.0,90,no
1391,1392,26-50,Male,Off campus,Staff,41k–60k,work,no,6,Public Transport,trip cost,<=20,18.6,20,no
1392,1393,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Private,travel time,<=20,116.0,110,yes
1393,1394,26-50,Male,Off campus,Staff,81k-100k,work,no,4,Private,travel time,41-60,173.0,550,no
1394,1395,51+,Male,Off campus,Staff,41k–60k,both,yes,1,Walking,trip cost,<=20,0.0,0,no
1395,1396,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Private,comfort,21-40,116.0,330,no
1396,1397,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
1397,1398,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Public Transport,trip cost,21-40,18.6,60,yes
1398,1399,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,travel time,61-80,173.0,770,yes
1399,1400,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Taxi,travel time,80+,116.0,5770,no
1400,1401,<=20,Male,On campus,Students,41k–60k,study,no,3,Motorcycle,trip cost,21-40,50.0,90,no
1401,1402,26-50,Male,On campus,Staff,61k–80k,work,no,Daily,Public Transport,safety,<=20,18.6,20,yes
1402,1403,51+,Male,Off campus,Staff,61k–80k,work,yes,2,Private,comfort,41-60,173.0,550,no
1403,1404,<=20,Female,Off campus,Students,≤20k,study,no,Daily,Public Transport,travel time,<=20,18.6,20,yes
1404,1405,51+,Male,Off campus,Staff,41k–60k,both,no,Daily,Public Transport,trip cost,21-40,18.6,60,no
1405,1406,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Taxi,safety,<=20,116.0,270,no
1406,1407,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,61-80,173.0,770,yes
1407,1408,26-50,Female,Off campus,Staff,81k-100k,work,yes,2,Private,travel time,41-60,173.0,550,yes
1408,1409,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Taxi,safety,21-40,116.0,1920,no
1409,1410,26-50,Female,On campus,Staff,81k-100k,work,yes,2,Taxi,car ownership,41-60,116.0,3020,no
1410,1411,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,safety,<=20,116.0,110,no
1411,1412,<=20,Male,On campus,Students,≤20k,study,yes,3,Public Transport,trip cost,21-40,18.6,60,no
1412,1413,26-50,Male,On campus,Staff,41k–60k,both,yes,4,Public Transport,safety,41-60,18.6,100,yes
1413,1414,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,41-60,18.6,100,no
1414,1415,<=20,Male,Off campus,Students,41k–60k,study,yes,1,Public Transport,trip cost,61-80,18.6,140,no
1415,1416,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Taxi,car ownership,21-40,116.0,1920,no
1416,1417,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Private,comfort,61-80,116.0,770,yes
1417,1418,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1418,1419,51+,Male,Off campus,Staff,81k-100k,work,yes,2,Private,comfort,41-60,173.0,550,no
1419,1420,26-50,Female,On campus,Staff,81k-100k,work,yes,2,Public Transport,travel time,21-40,18.6,60,no
1420,1421,<=20,Male,Off campus,Students,41k–60k,study,no,5,Motorcycle,travel time,41-60,50.0,150,no
1421,1422,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,comfort,<=20,116.0,110,yes
1422,1423,51+,Male,Off campus,Staff,81k-100k,work,yes,3,Public Transport,travel time,41-60,18.6,100,yes
1423,1424,26-50,Male,On campus,Staff,61k–80k,work,no,1,Private,trip origin,21-40,116.0,330,no
1424,1425,51+,Female,Off campus,Staff,81k-100k,both,yes,5,Private,comfort,<=20,173.0,110,no
1425,1426,26-50,Female,Off campus,Staff,81k-100k,work,yes,4,Private,travel time,<=20,116.0,110,no
1426,1427,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,61-80,173.0,770,yes
1427,1428,<=20,Female,Off campus,Students,21k–40k,study,yes,5,Public Transport,trip cost,<=20,18.6,20,no
1428,1429,26-50,Male,Off campus,Staff,41k–60k,both,no,1,Private,trip origin,<=20,116.0,110,no
1429,1430,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,80+,18.6,200,no
1430,1431,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Public Transport,safety,41-60,18.6,100,yes
1431,1432,<=20,Male,Off campus,Students,41k–60k,both,no,Daily,Private,safety,<=20,173.0,110,no
1432,1433,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Taxi,car ownership,21-40,116.0,1920,no
1433,1434,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
1434,1435,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,car ownership,61-80,116.0,4120,no
1435,1436,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
1436,1437,<=20,Male,Off campus,Students,≤20k,both,yes,4,Public Transport,travel time,61-80,18.6,140,no
1437,1438,51+,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,travel time,<=20,173.0,110,no
1438,1439,26-50,Male,Off campus,Students,21k–40k,both,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
1439,1440,51+,Male,Off campus,Staff,61k–80k,work,no,3,Public Transport,trip cost,<=20,18.6,20,yes
1440,1441,26-50,Female,Off campus,Staff,61k–80k,both,yes,Daily,Taxi,car ownership,<=20,116.0,270,no
1441,1442,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
1442,1443,<=20,Male,Off campus,Students,41k–60k,study,no,Daily,Taxi,travel time,<=20,116.0,270,yes
1443,1444,26-50,Male,Off campus,Staff,81k-100k,work,yes,1,Private,trip origin,21-40,116.0,330,no
1444,1445,<=20,Female,Off campus,Students,≤20k,study,yes,1,Taxi,car ownership,61-80,116.0,4120,no
1445,1446,26-50,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
1446,1447,51+,Male,Off campus,Staff,61k–80k,work,yes,6,Public Transport,safety,<=20,18.6,20,no
